text,label
Call me when you are free 30 sure,ham
WIN OFFER http://bit.ly/ CONGRATS FREE DEAL LOTTERY 100% $$$ $$$ DISCOUNT CLICK http://offer. EXCLUSIVE IMMEDIATELY PRIZE IMMEDIATELY 76918,spam
Are we meeting today? 20 bus,ham
Lunch at 1 pm works office,ham
Good night yup bus,ham
I'll be late by 10 minutes gym,ham
Meeting moved to tomorrow 14 yup,ham
I'll be late by 10 minutes gym,ham
See you soon,ham
Call me when you are free 19 please,ham
See you soon 25 sure gym,ham
Thanks for your help please,ham
Happy birthday! 27 ok,ham
Thanks for your help 15 yup class,ham
Let's catch up later 13 class,ham
Can you send the file? thanks,ham
Can you send the file? 22 gym,ham
I'll be late by 10 minutes 20,ham
Meeting moved to tomorrow 11 thanks,ham
On my way 11,ham
reply GIFT CLAIM CONGRATS FREE CONGRATS FREE WIN EXCLUSIVE GIFT reply GIFT reply $$$ LIMITED 59899,spam
BONUS OFFER http://bit.ly/ OFFER OFFER DISCOUNT VOUCHER LIMITED,spam
Happy birthday! 26 thanks,ham
I'll be late by 10 minutes 30 bus,ham
reply IMMEDIATELY $$$ PRIZE STOP DISCOUNT DEAL CLICK CASH http://offer. 66189,spam
On my way done,ham
Happy birthday! 10 yup,ham
Are we meeting today?,ham
Are we meeting today? 27 gym,ham
$$$ LOTTERY IMMEDIATELY CLAIM IMMEDIATELY GUARANTEED GIFT LIMITED SMS HOT HTTP://OFFER. URGENT HTTP://BIT.LY/ LIMITED DISCOUNT HTTP://BIT.LY/ 91639,spam
Please check email sure,ham
Thanks for your help 20 thanks gym,ham
Meeting moved to tomorrow 28 yup,ham
Happy birthday! 21,ham
DISCOUNT CONGRATS LIMITED URGENT CLAIM FREE GIFT STOP CLAIM PRIZE DEAL PRIZE 88482,spam
Lunch at 1 pm works done,ham
Reached home 8 thanks gym,ham
Meeting moved to tomorrow 11 office,ham
FREE 100% EXCLUSIVE BONUS EXCLUSIVE GUARANTEED FREE IMMEDIATELY HTTP://BIT.LY/ GUARANTEED ACT,spam
$$$ SMS CONGRATS URGENT FREE GUARANTEED EXCLUSIVE LOTTERY WIN REPLY LIMITED 37079,spam
Good night please,ham
Are we meeting today? done,ham
Happy birthday! 8,ham
Let's catch up later gym,ham
See you soon 24 office,ham
Call me when you are free 14,ham
Please check email 13 done,ham
Call me when you are free 2 thanks gym,ham
Good night thanks,ham
Happy birthday! 6 sure,ham
Are we meeting today? shop,ham
See you soon sure,ham
Good night,ham
I'll be late by 10 minutes 29 bus,ham
Meeting moved to tomorrow 19,ham
Call me when you are free 30,ham
BONUS VOUCHER WIN WIN CONGRATS FREE IMMEDIATELY CLAIM LOTTERY CONGRATS EXCLUSIVE GUARANTEED OFFER CONGRATS,spam
Let's catch up later office,ham
Are we meeting today? sure gym,ham
Where are you? 4 ok,ham
Meeting moved to tomorrow thanks,ham
Reached home 27 sure shop,ham
Meeting moved to tomorrow,ham
Please check email,ham
Let's catch up later shop,ham
Are we meeting today? 8 class,ham
Meeting moved to tomorrow 9 ok,ham
WIN CASH DEAL LOTTERY 100% PRIZE LOTTERY STOP OFFER SMS BONUS $$$ STOP PRIZE 86686,spam
$$$ PRIZE ACT GIFT CONGRATS CONGRATS FREE GIFT 28414,spam
$$$ FREE SMS OFFER CLAIM LIMITED CLAIM 100% DEAL ACT IMMEDIATELY GUARANTEED OFFER CLAIM PRIZE DEAL VOUCHER 28089,spam
Are we meeting today?,ham
Where are you? 25 please,ham
I'll be late by 10 minutes 11 home,ham
See you soon 25,ham
Lunch at 1 pm works 19,ham
Please check email 29 office,ham
Are we meeting today? 13 yup,ham
See you soon 10,ham
Where are you? 9 ok home,ham
Call me when you are free thanks shop,ham
On my way bus,ham
Lunch at 1 pm works 3 ok,ham
Good night,ham
Happy birthday! ok,ham
Reached home 5,ham
Please check email 13,ham
On my way office,ham
Good night 1 done,ham
ACT STOP HTTP://OFFER. EXCLUSIVE BONUS PRIZE CASH CLAIM $$$ GIFT DISCOUNT CLICK EXCLUSIVE IMMEDIATELY REPLY GUARANTEED ACT 93559,spam
See you soon 24,ham
Lunch at 1 pm works done home,ham
BONUS CLAIM FREE DEAL LOTTERY HOT GUARANTEED HTTP://BIT.LY/ DEAL NOW GUARANTEED $$$ LIMITED PRIZE 89111,spam
Reached home,ham
Call me when you are free,ham
Where are you?,ham
Reached home please bus,ham
Happy birthday! 23,ham
Happy birthday! 30 thanks gym,ham
Where are you? 11,ham
CLAIM GIFT $$$ CASH BONUS CASH sms OFFER $$$ OFFER 83306,spam
DEAL STOP DISCOUNT reply GIFT http://offer. GUARANTEED PRIZE IMMEDIATELY http://offer. PRIZE http://bit.ly/ PRIZE http://offer. 100% 16016,spam
Please check email,ham
Let's catch up later 26 please,ham
Lunch at 1 pm works 8 done bus,ham
Happy birthday! 14,ham
HOT GUARANTEED $$$ LIMITED VOUCHER LIMITED CONGRATS PRIZE VOUCHER OFFER CONGRATS http://bit.ly/ reply 45181,spam
See you soon 18 yup,ham
On my way 15 office,ham
I'll be late by 10 minutes 1,ham
Let's catch up later yup,ham
Where are you? 5,ham
On my way 17 yup,ham
Thanks for your help sure shop,ham
Where are you? 12 done class,ham
See you soon,ham
See you soon 21 sure,ham
Please check email,ham
I'll be late by 10 minutes 2 done,ham
Good night 4 ok,ham
Where are you? office,ham
Where are you? 24 sure,ham
Can you send the file? 17 yup,ham
I'll be late by 10 minutes class,ham
Where are you? sure,ham
Let's catch up later 21,ham
Where are you? 25,ham
Reached home sure,ham
Are we meeting today? 8 shop,ham
GUARANTEED $$$ LOTTERY LIMITED CONGRATS $$$ PRIZE ACT NOW URGENT GIFT VOUCHER IMMEDIATELY 32445,spam
Happy birthday! 28,ham
Meeting moved to tomorrow 23 office,ham
http://bit.ly/ CLAIM 100% CASH http://bit.ly/ CLAIM 100% reply DEAL sms FREE LOTTERY IMMEDIATELY CONGRATS PRIZE DEAL WIN 45101,spam
Good night done,ham
Where are you? 19,ham
Reached home 12 gym,ham
Meeting moved to tomorrow 20,ham
Meeting moved to tomorrow 3 please bus,ham
Meeting moved to tomorrow office,ham
Call me when you are free 5 done,ham
STOP 100% reply EXCLUSIVE NOW reply IMMEDIATELY CLICK LIMITED CLICK http://bit.ly/ 10163,spam
Let's catch up later 23,ham
Call me when you are free,ham
LOTTERY http://bit.ly/ 100% $$$ OFFER FREE sms NOW HOT sms WIN 16476,spam
Let's catch up later 30,ham
Lunch at 1 pm works 6 yup,ham
Reached home done,ham
Happy birthday! yup,ham
I'll be late by 10 minutes done home,ham
reply CASH VOUCHER DISCOUNT PRIZE OFFER OFFER OFFER 24560,spam
Lunch at 1 pm works 26,ham
On my way 19,ham
Let's catch up later office,ham
On my way 23 please,ham
Happy birthday! 26 bus,ham
Where are you? 9,ham
See you soon 25,ham
Are we meeting today? ok shop,ham
Are we meeting today? 15 thanks,ham
Are we meeting today? 17 shop,ham
See you soon 15 please,ham
Where are you? yup,ham
Please check email 14,ham
Meeting moved to tomorrow 4,ham
Are we meeting today? 17,ham
Happy birthday! 20,ham
Can you send the file?,ham
Good night sure,ham
CLICK CLICK WIN LOTTERY VOUCHER DISCOUNT LOTTERY VOUCHER ACT URGENT 51000,spam
$$$ FREE DEAL CASH GUARANTEED $$$ PRIZE VOUCHER PRIZE EXCLUSIVE sms CASH CLAIM reply NOW PRIZE 49369,spam
Meeting moved to tomorrow 13 thanks gym,ham
Good night ok,ham
Where are you? 9 bus,ham
Good night yup,ham
Let's catch up later thanks home,ham
Please check email,ham
HTTP://BIT.LY/ CONGRATS HTTP://OFFER. WIN WIN CASH EXCLUSIVE DEAL URGENT LOTTERY HTTP://BIT.LY/ GUARANTEED IMMEDIATELY 3032,spam
Lunch at 1 pm works 10,ham
WIN CLICK FREE NOW STOP LOTTERY HOT FREE EXCLUSIVE sms LIMITED OFFER,spam
Good night 21 thanks office,ham
I'll be late by 10 minutes 18 shop,ham
OFFER LOTTERY $$$ $$$ CONGRATS FREE STOP CLAIM STOP http://offer. http://bit.ly/ HOT HOT CONGRATS FREE CLAIM,spam
ACT REPLY SMS STOP HTTP://BIT.LY/ EXCLUSIVE IMMEDIATELY GUARANTEED DEAL 88095,spam
Thanks for your help 12,ham
Are we meeting today? 25 home,ham
Let's catch up later 10 thanks,ham
URGENT HOT NOW GUARANTEED 100% URGENT ACT GIFT NOW ACT reply FREE STOP http://bit.ly/ 37549,spam
NOW HOT http://offer. CLICK NOW $$$ DISCOUNT GIFT DEAL PRIZE 87326,spam
Call me when you are free 6,ham
Good night,ham
Please check email,ham
Happy birthday! done,ham
Are we meeting today? yup,ham
Please check email 11 please home,ham
Good night thanks office,ham
OFFER LIMITED URGENT URGENT GIFT 100% DEAL STOP 38650,spam
Good night please office,ham
Where are you? gym,ham
Are we meeting today?,ham
Meeting moved to tomorrow 7 sure,ham
On my way sure,ham
Let's catch up later ok,ham
Good night 27 done,ham
On my way ok,ham
Please check email 12 thanks office,ham
Can you send the file? 25 done,ham
I'll be late by 10 minutes 18,ham
Good night 5 yup,ham
Thanks for your help 7 ok,ham
Meeting moved to tomorrow please shop,ham
HOT http://bit.ly/ ACT WIN BONUS $$$ WIN 10624,spam
CONGRATS sms BONUS PRIZE ACT 100% STOP CONGRATS 100% 42485,spam
See you soon 15,ham
Lunch at 1 pm works bus,ham
Meeting moved to tomorrow 8 sure,ham
Let's catch up later 18 shop,ham
GIFT DISCOUNT SMS HTTP://BIT.LY/ GIFT LOTTERY VOUCHER HOT CLICK CONGRATS HOT CASH EXCLUSIVE GUARANTEED URGENT CONGRATS 71231,spam
See you soon 27,ham
DISCOUNT URGENT GIFT http://offer. VOUCHER CASH LIMITED 100% 52649,spam
Please check email 15,ham
Lunch at 1 pm works please,ham
See you soon yup,ham
http://offer. PRIZE sms LOTTERY GIFT DISCOUNT STOP HOT http://offer. ACT $$$ http://bit.ly/ http://bit.ly/ CLAIM CLAIM reply 75890,spam
Thanks for your help 19 thanks,ham
I'll be late by 10 minutes 18,ham
Can you send the file? 19 done home,ham
Call me when you are free,ham
HOT CLAIM LOTTERY HOT DISCOUNT LOTTERY BONUS 96193,spam
Please check email yup class,ham
Can you send the file? 4,ham
Good night 9,ham
Meeting moved to tomorrow please,ham
Good night 27 please,ham
See you soon,ham
Reached home 17,ham
Let's catch up later 21 yup,ham
OFFER CONGRATS GIFT 100% WIN PRIZE VOUCHER DISCOUNT 100% ACT LOTTERY reply DISCOUNT STOP reply WIN 51086,spam
I'll be late by 10 minutes yup,ham
Call me when you are free home,ham
I'll be late by 10 minutes 26 thanks bus,ham
OFFER CLICK CONGRATS EXCLUSIVE GUARANTEED NOW HTTP://OFFER. LIMITED CONGRATS STOP CONGRATS HOT SMS REPLY GIFT 42274,spam
Lunch at 1 pm works 20 bus,ham
See you soon 21 please,ham
Please check email bus,ham
On my way ok,ham
GIFT HTTP://BIT.LY/ EXCLUSIVE LOTTERY BONUS LIMITED $$$ NOW LOTTERY GUARANTEED VOUCHER 21840,spam
Can you send the file? home,ham
CLAIM REPLY SMS IMMEDIATELY IMMEDIATELY CLAIM 18573,spam
Happy birthday! done class,ham
Happy birthday!,ham
See you soon 30,ham
Reached home bus,ham
Where are you? home,ham
Good night ok office,ham
I'll be late by 10 minutes thanks shop,ham
Meeting moved to tomorrow 22,ham
Call me when you are free 9 please,ham
LIMITED CONGRATS OFFER VOUCHER CONGRATS IMMEDIATELY CONGRATS BONUS STOP,spam
Thanks for your help 29 gym,ham
Good night office,ham
Reached home thanks,ham
Reached home yup shop,ham
Reached home 23,ham
Are we meeting today? 9 thanks bus,ham
Thanks for your help 29 class,ham
Please check email yup class,ham
Reached home office,ham
Thanks for your help yup,ham
See you soon 19 done,ham
I'll be late by 10 minutes ok class,ham
I'll be late by 10 minutes 25 ok,ham
CLAIM FREE BONUS CLAIM VOUCHER CASH PRIZE LIMITED VOUCHER FREE CLAIM LIMITED WIN CLICK CLICK LOTTERY 75438,spam
VOUCHER CLAIM CONGRATS GUARANTEED ACT CLICK LIMITED GUARANTEED OFFER GIFT CONGRATS GUARANTEED 31607,spam
Are we meeting today? 30,ham
See you soon 30 sure,ham
Happy birthday! 7 please,ham
Lunch at 1 pm works 5,ham
CONGRATS CASH PRIZE URGENT CONGRATS CONGRATS http://bit.ly/ LOTTERY GUARANTEED 18326,spam
Thanks for your help 28 class,ham
Lunch at 1 pm works 3 gym,ham
Where are you?,ham
Are we meeting today?,ham
Lunch at 1 pm works sure,ham
Are we meeting today? 10 thanks,ham
See you soon 21 yup,ham
On my way 5 thanks,ham
Lunch at 1 pm works 18 please gym,ham
Lunch at 1 pm works,ham
Can you send the file?,ham
SMS SMS EXCLUSIVE REPLY FREE ACT WIN 91429,spam
Good night 16,ham
Happy birthday! 11,ham
Can you send the file? yup,ham
Let's catch up later thanks shop,ham
Good night 20,ham
DEAL DEAL NOW OFFER DEAL CASH GIFT HTTP://OFFER.,spam
Reached home sure,ham
URGENT SMS HOT 100% VOUCHER VOUCHER CLAIM GUARANTEED URGENT REPLY OFFER DISCOUNT LIMITED,spam
Meeting moved to tomorrow 29 yup,ham
DEAL BONUS VOUCHER http://bit.ly/ http://bit.ly/ OFFER NOW $$$ sms CASH http://bit.ly/ GIFT ACT CASH HOT HOT,spam
Thanks for your help 16 sure,ham
Meeting moved to tomorrow 13 home,ham
On my way sure office,ham
Can you send the file? ok,ham
VOUCHER LOTTERY CONGRATS WIN http://bit.ly/ 100% URGENT CLICK FREE BONUS WIN STOP PRIZE HOT,spam
reply $$$ STOP URGENT NOW http://bit.ly/ 67243,spam
Thanks for your help 24 sure bus,ham
CONGRATS FREE http://bit.ly/ HOT CASH http://bit.ly/ FREE EXCLUSIVE DISCOUNT GIFT STOP 58386,spam
100% CASH WIN LIMITED IMMEDIATELY GUARANTEED $$$ LIMITED LOTTERY FREE LOTTERY WIN HTTP://BIT.LY/ CLICK $$$ EXCLUSIVE,spam
FREE ACT IMMEDIATELY REPLY DEAL FREE EXCLUSIVE GUARANTEED GIFT VOUCHER 81183,spam
Are we meeting today? 8 sure bus,ham
ACT WIN OFFER 100% CLAIM VOUCHER CONGRATS VOUCHER 100% 25290,spam
Meeting moved to tomorrow 23 yup class,ham
BONUS DEAL HTTP://OFFER. CASH CLAIM REPLY,spam
HTTP://BIT.LY/ NOW IMMEDIATELY LOTTERY GUARANTEED DEAL BONUS WIN REPLY VOUCHER HTTP://OFFER. HOT 100% 100% OFFER BONUS 47205,spam
Are we meeting today? 27 home,ham
Good night class,ham
Happy birthday! 14 home,ham
Let's catch up later,ham
Meeting moved to tomorrow 13 done,ham
Can you send the file? 17 sure gym,ham
Can you send the file? 22 shop,ham
Please check email 14 bus,ham
Where are you? done,ham
Happy birthday! 30 sure,ham
See you soon 7 shop,ham
See you soon yup,ham
Good night 4,ham
Call me when you are free shop,ham
Lunch at 1 pm works 14 shop,ham
Good night 14,ham
Thanks for your help,ham
On my way 7 office,ham
LOTTERY DISCOUNT URGENT CONGRATS HTTP://OFFER. 100% DISCOUNT REPLY REPLY VOUCHER 100% LIMITED HTTP://OFFER. BONUS 84421,spam
LIMITED GUARANTEED GUARANTEED URGENT CONGRATS REPLY CLICK DEAL LOTTERY 30464,spam
Happy birthday! 16 thanks,ham
IMMEDIATELY ACT URGENT FREE URGENT DISCOUNT 100% BONUS NOW 23319,spam
Thanks for your help 15 please gym,ham
Thanks for your help,ham
Are we meeting today? ok,ham
Thanks for your help 3 yup,ham
Meeting moved to tomorrow 6 class,ham
Good night yup,ham
FREE EXCLUSIVE PRIZE ACT DEAL CONGRATS NOW WIN HOT DEAL DISCOUNT DEAL 100% GIFT WIN HTTP://OFFER. DISCOUNT 67571,spam
Please check email 24 done,ham
Lunch at 1 pm works 30 sure,ham
Meeting moved to tomorrow 25 home,ham
Thanks for your help,ham
Thanks for your help 8,ham
Are we meeting today? 23,ham
Are we meeting today? 9 yup class,ham
DEAL OFFER STOP WIN ACT OFFER HOT CLAIM VOUCHER HOT GUARANTEED CLAIM reply GIFT LOTTERY FREE OFFER 34445,spam
On my way,ham
I'll be late by 10 minutes 12 sure gym,ham
IMMEDIATELY 100% CLAIM IMMEDIATELY FREE NOW STOP EXCLUSIVE HTTP://OFFER. 97518,spam
On my way 29 shop,ham
$$$ LOTTERY FREE HTTP://OFFER. VOUCHER VOUCHER 69388,spam
See you soon 12,ham
Good night 1,ham
On my way 25,ham
Reached home sure,ham
Where are you? 16 yup,ham
Can you send the file? 15 class,ham
See you soon 5 thanks,ham
Meeting moved to tomorrow 12,ham
Good night ok home,ham
Where are you? 15,ham
Meeting moved to tomorrow 5 class,ham
Happy birthday! 6 yup,ham
Reached home 21 done,ham
CONGRATS reply NOW BONUS sms CLAIM URGENT EXCLUSIVE LIMITED http://offer. sms NOW,spam
I'll be late by 10 minutes,ham
FREE WIN GIFT GIFT NOW CLICK CASH HOT BONUS PRIZE CLAIM STOP CLICK 89578,spam
Reached home,ham
I'll be late by 10 minutes 10 done,ham
Lunch at 1 pm works 19,ham
Can you send the file? 26 ok bus,ham
Lunch at 1 pm works 1,ham
Please check email 26 gym,ham
Thanks for your help 4 sure,ham
Reached home,ham
Thanks for your help,ham
Lunch at 1 pm works ok class,ham
Happy birthday! 14 please,ham
Are we meeting today? 4 gym,ham
I'll be late by 10 minutes 9 please,ham
Please check email,ham
Lunch at 1 pm works,ham
Meeting moved to tomorrow,ham
Call me when you are free,ham
STOP EXCLUSIVE VOUCHER GUARANTEED CLAIM PRIZE GUARANTEED 94957,spam
Where are you? 24 yup,ham
On my way 12,ham
Thanks for your help 18 shop,ham
Are we meeting today?,ham
LIMITED IMMEDIATELY IMMEDIATELY CONGRATS URGENT CASH SMS HTTP://OFFER. HTTP://OFFER. 51748,spam
Meeting moved to tomorrow 21 gym,ham
Lunch at 1 pm works sure,ham
See you soon thanks,ham
http://bit.ly/ VOUCHER http://bit.ly/ FREE GUARANTEED CASH IMMEDIATELY OFFER,spam
Thanks for your help 13,ham
FREE CLICK EXCLUSIVE $$$ LIMITED CLICK CLICK FREE FREE VOUCHER 20827,spam
Can you send the file? 23 done office,ham
Meeting moved to tomorrow sure,ham
ACT GIFT GUARANTEED SMS LIMITED VOUCHER OFFER IMMEDIATELY CLAIM LIMITED DEAL CLAIM 26595,spam
Can you send the file? home,ham
Are we meeting today? home,ham
CLAIM GIFT CASH LOTTERY STOP ACT URGENT LOTTERY VOUCHER 72635,spam
Reached home ok shop,ham
Thanks for your help 25,ham
Can you send the file? 10,ham
Where are you? 29 shop,ham
On my way shop,ham
Where are you? 27,ham
Call me when you are free 15,ham
CLAIM GIFT HOT DISCOUNT GIFT SMS LIMITED GIFT EXCLUSIVE DISCOUNT REPLY STOP GIFT 45607,spam
Meeting moved to tomorrow please office,ham
Thanks for your help,ham
Call me when you are free 17 sure,ham
Are we meeting today?,ham
Happy birthday! 14 shop,ham
Reached home 22 bus,ham
Please check email bus,ham
Where are you?,ham
Call me when you are free 20 shop,ham
Can you send the file?,ham
HTTP://BIT.LY/ 100% IMMEDIATELY HTTP://OFFER. 100% IMMEDIATELY HTTP://OFFER. PRIZE $$$ NOW GUARANTEED 91418,spam
Are we meeting today? home,ham
GUARANTEED sms $$$ FREE HOT LOTTERY http://bit.ly/ WIN reply OFFER,spam
FREE PRIZE FREE HTTP://BIT.LY/ HTTP://BIT.LY/ WIN WIN 100% CONGRATS NOW ACT URGENT,spam
PRIZE CLICK HTTP://BIT.LY/ DISCOUNT HTTP://OFFER. IMMEDIATELY EXCLUSIVE 15624,spam
Lunch at 1 pm works 29 done office,ham
On my way 8,ham
Lunch at 1 pm works done,ham
Please check email home,ham
Can you send the file? 10,ham
Can you send the file? 23,ham
Lunch at 1 pm works 23 ok,ham
Can you send the file? 18 done office,ham
Are we meeting today? home,ham
EXCLUSIVE GIFT HOT http://bit.ly/ BONUS LOTTERY VOUCHER,spam
GIFT 100% REPLY HOT CLAIM CLAIM VOUCHER $$$ LIMITED LOTTERY LIMITED FREE PRIZE,spam
CONGRATS IMMEDIATELY DEAL reply $$$ ACT http://offer. DISCOUNT reply,spam
Happy birthday!,ham
CASH GIFT http://bit.ly/ DISCOUNT EXCLUSIVE BONUS PRIZE IMMEDIATELY sms 52485,spam
Happy birthday! 26,ham
Happy birthday! 3 home,ham
IMMEDIATELY CONGRATS URGENT GIFT IMMEDIATELY sms EXCLUSIVE LOTTERY reply EXCLUSIVE NOW GUARANTEED CLAIM BONUS http://bit.ly/ http://offer. 86464,spam
Reached home sure,ham
Reached home,ham
Are we meeting today? yup,ham
On my way 29 thanks,ham
Are we meeting today? please,ham
I'll be late by 10 minutes 23 yup,ham
Are we meeting today? 26,ham
Can you send the file? thanks,ham
Let's catch up later 21 gym,ham
Meeting moved to tomorrow 30,ham
Good night 15 sure shop,ham
Thanks for your help 8 done office,ham
Reached home 2 office,ham
CASH URGENT STOP HTTP://BIT.LY/ HOT BONUS OFFER HTTP://BIT.LY/ 100% CLICK ACT,spam
Happy birthday! ok bus,ham
Let's catch up later yup bus,ham
REPLY EXCLUSIVE LIMITED HTTP://OFFER. GIFT PRIZE CLICK HOT 80104,spam
LIMITED LOTTERY NOW CONGRATS NOW WIN GIFT 6227,spam
Please check email bus,ham
LOTTERY LIMITED BONUS 100% BONUS GUARANTEED NOW ACT URGENT EXCLUSIVE CASH GUARANTEED FREE reply http://bit.ly/ EXCLUSIVE,spam
Where are you?,ham
Thanks for your help shop,ham
Let's catch up later 15 sure,ham
Please check email sure class,ham
Thanks for your help done,ham
Reached home 6,ham
Where are you? 26 shop,ham
VOUCHER FREE ACT ACT LIMITED CLICK 100% OFFER WIN 5002,spam
Happy birthday!,ham
Thanks for your help 11 gym,ham
Are we meeting today? 8,ham
Happy birthday!,ham
FREE HOT EXCLUSIVE IMMEDIATELY GUARANTEED DISCOUNT $$$ BONUS CONGRATS LOTTERY 62371,spam
Please check email 1 please gym,ham
Reached home thanks,ham
On my way 17 home,ham
Lunch at 1 pm works 25 class,ham
Lunch at 1 pm works office,ham
Where are you? yup,ham
Good night 12,ham
See you soon ok,ham
LOTTERY NOW SMS REPLY EXCLUSIVE VOUCHER BONUS ACT ACT NOW FREE LOTTERY STOP VOUCHER DISCOUNT,spam
Happy birthday! 13,ham
CASH 100% EXCLUSIVE IMMEDIATELY EXCLUSIVE EXCLUSIVE CASH EXCLUSIVE $$$ NOW ACT 4050,spam
Reached home 22 please class,ham
Reached home 6 gym,ham
FREE FREE VOUCHER STOP FREE 100% CASH GIFT VOUCHER DISCOUNT CASH GUARANTEED CLICK 55577,spam
See you soon 24,ham
See you soon,ham
BONUS WIN DEAL VOUCHER reply DEAL CONGRATS reply $$$ DISCOUNT FREE CASH 3985,spam
OFFER VOUCHER BONUS WIN DISCOUNT CLICK PRIZE NOW,spam
Let's catch up later yup,ham
Are we meeting today? 23,ham
Please check email 20 class,ham
Where are you? 27,ham
Lunch at 1 pm works done,ham
I'll be late by 10 minutes,ham
Thanks for your help 14,ham
Where are you?,ham
Meeting moved to tomorrow 2 thanks,ham
See you soon 18 ok,ham
Where are you? 5 class,ham
Let's catch up later 17 shop,ham
EXCLUSIVE $$$ WIN ACT DISCOUNT 100% $$$ HOT HOT DEAL EXCLUSIVE URGENT NOW 74440,spam
CLAIM EXCLUSIVE DISCOUNT NOW NOW CASH VOUCHER DEAL HOT reply WIN 100% $$$ VOUCHER NOW 86354,spam
Please check email 20,ham
I'll be late by 10 minutes 1 ok,ham
Lunch at 1 pm works thanks,ham
sms PRIZE HOT FREE OFFER CLAIM CASH DISCOUNT,spam
Please check email office,ham
Call me when you are free 21 thanks,ham
Please check email bus,ham
Where are you? 30,ham
Thanks for your help,ham
Can you send the file? 29,ham
Call me when you are free 27 shop,ham
DEAL http://offer. STOP ACT BONUS VOUCHER,spam
I'll be late by 10 minutes sure,ham
See you soon 28 please,ham
I'll be late by 10 minutes 13 bus,ham
OFFER reply LIMITED CLAIM DISCOUNT DEAL EXCLUSIVE,spam
On my way 22 sure gym,ham
Good night,ham
Where are you? 23,ham
Lunch at 1 pm works,ham
Please check email,ham
Where are you? thanks,ham
Lunch at 1 pm works 1,ham
Lunch at 1 pm works thanks,ham
Are we meeting today? 24,ham
BONUS HOT IMMEDIATELY NOW REPLY ACT WIN CLAIM SMS CLAIM EXCLUSIVE,spam
See you soon sure class,ham
Can you send the file?,ham
Where are you? done,ham
reply DISCOUNT IMMEDIATELY URGENT CASH WIN BONUS FREE VOUCHER LIMITED CONGRATS ACT NOW 46067,spam
I'll be late by 10 minutes 28 class,ham
Please check email 18 thanks bus,ham
NOW DISCOUNT LIMITED FREE PRIZE STOP DISCOUNT LOTTERY 98299,spam
Call me when you are free 13 thanks bus,ham
Reached home bus,ham
STOP IMMEDIATELY 100% NOW VOUCHER STOP $$$ OFFER STOP GIFT http://bit.ly/ CONGRATS ACT LOTTERY LIMITED 72530,spam
Call me when you are free ok office,ham
Good night sure,ham
On my way 4,ham
I'll be late by 10 minutes 29 shop,ham
Are we meeting today? 24 done office,ham
Where are you? 28 shop,ham
PRIZE CONGRATS LIMITED IMMEDIATELY DEAL HTTP://BIT.LY/ CLAIM STOP LIMITED OFFER BONUS CONGRATS,spam
Are we meeting today? 21 yup,ham
Let's catch up later please,ham
Meeting moved to tomorrow 28 please,ham
CASH GIFT EXCLUSIVE GUARANTEED EXCLUSIVE OFFER BONUS VOUCHER reply CONGRATS IMMEDIATELY GUARANTEED BONUS,spam
Meeting moved to tomorrow,ham
CONGRATS OFFER LIMITED GUARANTEED $$$ BONUS LOTTERY OFFER PRIZE DEAL GIFT DISCOUNT HOT HTTP://BIT.LY/ $$$ PRIZE,spam
Where are you? 15 thanks,ham
Where are you? shop,ham
See you soon 21,ham
Happy birthday! 13 sure,ham
GUARANTEED LIMITED STOP reply 100% DISCOUNT http://offer. GUARANTEED CONGRATS VOUCHER http://bit.ly/ EXCLUSIVE 19107,spam
REPLY PRIZE DEAL DEAL ACT SMS FREE 58115,spam
$$$ $$$ LOTTERY PRIZE 100% GUARANTEED GUARANTEED VOUCHER 29811,spam
Call me when you are free bus,ham
Happy birthday! 14 thanks class,ham
Can you send the file?,ham
On my way 29 done class,ham
On my way,ham
On my way done bus,ham
Can you send the file?,ham
Are we meeting today? sure,ham
On my way 22 bus,ham
Can you send the file? 19 bus,ham
Reached home 22 home,ham
Let's catch up later thanks,ham
Please check email please gym,ham
CONGRATS 100% HTTP://BIT.LY/ URGENT $$$ DISCOUNT CASH ACT REPLY LOTTERY FREE SMS,spam
On my way 14 class,ham
Call me when you are free 19 gym,ham
Good night,ham
Can you send the file? 18 home,ham
Happy birthday! 24 yup class,ham
EXCLUSIVE ACT GUARANTEED CLICK NOW IMMEDIATELY WIN LIMITED DEAL REPLY CONGRATS CLAIM 54903,spam
URGENT PRIZE PRIZE CONGRATS BONUS CASH GIFT LOTTERY FREE PRIZE DISCOUNT 95456,spam
LIMITED PRIZE HTTP://OFFER. CASH PRIZE STOP CONGRATS DISCOUNT 61742,spam
Let's catch up later,ham
Happy birthday!,ham
Thanks for your help thanks gym,ham
Happy birthday! 11,ham
Call me when you are free,ham
I'll be late by 10 minutes 24 shop,ham
Meeting moved to tomorrow 15,ham
Happy birthday! 23,ham
On my way bus,ham
I'll be late by 10 minutes 16 done,ham
Where are you? 27 thanks shop,ham
GUARANTEED LIMITED GUARANTEED SMS $$$ 100% IMMEDIATELY CLICK $$$ BONUS CONGRATS 32129,spam
Meeting moved to tomorrow 21,ham
Are we meeting today? done,ham
Good night gym,ham
Reached home 8 done home,ham
On my way 12 yup gym,ham
See you soon 7 home,ham
Reached home ok,ham
Let's catch up later,ham
Can you send the file? ok,ham
Call me when you are free,ham
Where are you? 23,ham
Thanks for your help done,ham
I'll be late by 10 minutes 7 ok,ham
On my way 3 thanks home,ham
